triggerTitle,triggerChannelTitle,actionTitle,actionChannelTitle,title,desc,trigger_class,action_class,rule_scope,topic_text,topic_id,topic_name,numtopic_id,sample_id,llm_topic_name,green_category,global_green_relevance,if_then_rule,green_relevance,keep_for_rag
Say a specific phrase,Amazon Alexa,Switch on,SmartThings,Use Alexa to turn on TV with Smartthings,A work around for the current error when connecting Alexa with Smartthings in the UK.,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Switch on using SmartThings. Use Alexa to turn on TV with Smartthings. A work around for the current error when connecting Alexa with Smartthings in the UK.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0038,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Use Alexa to turn on TV with Smartthings.,none,False
Say a specific phrase,Amazon Alexa,Switch on,SmartThings,chandelier off,chandelier off,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Switch on using SmartThings. chandelier off. chandelier off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0039,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn chandelier off using SmartThings.,medium,True
Say a specific phrase,Amazon Alexa,Switch on,SmartThings,Turn on Dimmer Switch,Can also be used with a regular light switch.,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Switch on using SmartThings. Turn on Dimmer Switch. Can also be used with a regular light switch.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0040,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn on Dimmer Switch.,medium,True
Say a specific phrase,Amazon Alexa,Turn off AC,GE Appliances Window AC,Turn off AC with Alexa,"say ""turn off ac""",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off AC using GE Appliances Window AC. Turn off AC with Alexa. say ""turn off ac""",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0041,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off AC with GE Appliances Window AC.,medium,True
Say a specific phrase,Amazon Alexa,Set refrigerator to sabbath mode,GE Appliances Refrigerator,Turn off Sabbath mode with Alexa,Turn Sabbath mode off with this simple Applet.,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Set refrigerator to sabbath mode using GE Appliances Refrigerator. Turn off Sabbath mode with Alexa. Turn Sabbath mode off with this simple Applet.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0042,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off Sabbath mode with GE Appliances Refrigerator.,none,False
Say a specific phrase,Amazon Alexa,Change mode,abode,"If You say ""Alexa trigger alarm off"", then change mode to Gateway Standby","If You say ""Alexa trigger alarm off"", then change mode to Gateway Standby",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Change mode using abode. If You say ""Alexa trigger alarm off"", then change mode to Gateway Standby. If You say ""Alexa trigger alarm off"", then change mode to Gateway Standby",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0043,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Change mode to Gateway Standby.,none,False
Say a specific phrase,Amazon Alexa,Turn on,D-Link Smart Plug,Alexa turn D-Link DSP-W215 on,First try for Alexa to turn on D-Link DSP-W215 on,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn on using D-Link Smart Plug. Alexa turn D-Link DSP-W215 on. First try for Alexa to turn on D-Link DSP-W215 on",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0044,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn D-Link DSP-W215 on.,none,False
Say a specific phrase,Amazon Alexa,Toggle lights on/off,Philips Hue,Have Alexa toggle Hue lights on/off,"If you say ""Alexa trigger lights"", Philips Hue lights will toggle on/off",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Toggle lights on/off using Philips Hue. Have Alexa toggle Hue lights on/off. If you say ""Alexa trigger lights"", Philips Hue lights will toggle on/off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0045,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Toggle Hue lights on/off.,medium,True
Say a specific phrase,Amazon Alexa,Switch on,SmartThings,Alexa to smartthings movie time,need to add a virtual switch in smarrthings,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Switch on using SmartThings. Alexa to smartthings movie time. need to add a virtual switch in smarrthings",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0046,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Use Alexa to trigger SmartThings movie time.,none,False
Say a specific phrase,Amazon Alexa,Switch on,SmartThings,Alexa Tells Smarthings To Turn ON Flood Lights,Simple Turn on Command from Alexa To Smartthings.,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Switch on using SmartThings. Alexa Tells Smarthings To Turn ON Flood Lights. Simple Turn on Command from Alexa To Smartthings.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0047,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn ON Flood Lights using SmartThings.,medium,True
Say a specific phrase,Amazon Alexa,Switch on,SmartThings,turn globe on,turn globe on,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Switch on using SmartThings. turn globe on. turn globe on",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0048,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn globe on using SmartThings.,medium,True
Say a specific phrase,Amazon Alexa,Turn off,D-Link Smart Plug,turn light off,turn off light via smartplug,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off using D-Link Smart Plug. turn light off. turn off light via smartplug",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0049,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off light via smartplug.,medium,True
Say a specific phrase,Amazon Alexa,Turn off,WIFIPLUG,Alexa turn OFF my WIFIPLUG,"If You say ""Alexa trigger turn off my wifiplug"", then your WIFIPLUG will turn off",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off using WIFIPLUG. Alexa turn OFF my WIFIPLUG. If You say ""Alexa trigger turn off my wifiplug"", then your WIFIPLUG will turn off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0050,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn OFF my WIFIPLUG.,medium,True
Say a specific phrase,Amazon Alexa,Turn A/C off,Wink: Aros,GE's AROS AC Off,This Applet will turn off the GE AROS connected Air Conditioner.,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn A/C off using Wink: Aros. GE's AROS AC Off. This Applet will turn off the GE AROS connected Air Conditioner.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0051,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off the GE AROS connected Air Conditioner.,medium,True
Ask what's on your To Do List,Amazon Alexa,Toggle lights on/off,Philips Hue,Alexa Lights Toggle,Toggle lights using todos,smart_home,smart_home,core_smart_home,"When Ask what's on your To Do List from Amazon Alexa, do Toggle lights on/off using Philips Hue. Alexa Lights Toggle. Toggle lights using todos",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0052,alexa_light_control,lighting_control,medium,IF Ask what's on your To Do List from Amazon Alexa THEN Toggle lights using Philips Hue.,medium,True
Say a specific phrase,Amazon Alexa,Turn camera off,Oco Camera,"""Alexa, trigger Oco turn off""","Say ""Alexa, trigger Oco turn off"" and your Oco camera will turn off",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn camera off using Oco Camera. ""Alexa, trigger Oco turn off"". Say ""Alexa, trigger Oco turn off"" and your Oco camera will turn off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0053,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off your Oco camera.,none,False
Say a specific phrase,Amazon Alexa,Turn A/C on,Wink: Aros,Alexa turn on Aros air conditioner,Allows you to turn on your AC through Alexa.,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn A/C on using Wink: Aros. Alexa turn on Aros air conditioner. Allows you to turn on your AC through Alexa.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0054,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn on Aros air conditioner.,medium,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Turn lights out for bed with Alexa and hue,"When you say ""Alexa, trigger bedtime"", this Applet will turn off all Philips Hue lights.",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Turn lights out for bed with Alexa and hue. When you say ""Alexa, trigger bedtime"", this Applet will turn off all Philips Hue lights.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0055,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off all Philips Hue lights for bed.,high,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Lights off,Turns off hue lights,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Lights off. Turns off hue lights",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0056,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turns off hue lights.,high,True
Say a specific phrase,Amazon Alexa,Switch on,SmartThings,"If You say ""Alexa trigger switch on"", then switch on the device controlled by SmarThings","For bundled voice-activation Applets, including other voice products and services, visit www.saymosaic.com",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Switch on using SmartThings. If You say ""Alexa trigger switch on"", then switch on the device controlled by SmarThings. For bundled voice-activation Applets, including other voice products and services, visit www.saymosaic.com",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0057,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Switch on the device controlled by SmartThings.,medium,True
Every day at,Date & Time,Start a zone,Rachio,Start watering a zone at a certain time.,Allow a zone to be water for specific number of minutes and a specific hour of day.,context,smart_home,context_aware_smart_home,"When Every day at from Date & Time, do Start a zone using Rachio. Start watering a zone at a certain time.. Allow a zone to be water for specific number of minutes and a specific hour of day.",24,24_phrase google assistant_shut_phrase google_triggering,T024,T024_S0001,irrigation_control,irrigation_saving,high,IF Every day at from Date & Time THEN Start watering a zone using Rachio for a specific number of minutes.,medium,True
Every hour at,Date & Time,Start watering time,Rachio,Run watering time every hour for sod,"This recipe will run a saved watering time every hour on the hourThis is useful for new sod, seeding, etcDisable the watering time on the Iro if you do not want it to run the schedule on the Iro.",context,smart_home,context_aware_smart_home,"When Every hour at from Date & Time, do Start watering time using Rachio. Run watering time every hour for sod. This recipe will run a saved watering time every hour on the hourThis is useful for new sod, seeding, etcDisable the watering time on the Iro if you do not want it to run the schedule on the Iro.",24,24_phrase google assistant_shut_phrase google_triggering,T024,T024_S0002,irrigation_control,irrigation_saving,high,IF Every hour at from Date & Time THEN Run watering time using Rachio for sod.,medium,True
